epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
1,2145.76,1.23201,2.90564,1.3,0.1457,0.21262,0.09436,0.05652,1.40073,4.35157,1.41187,0.000329588,0.000329588,0.000329588
